id	text	label
2198	if a pencil cost four dollars and a book ten dollars cost how much i should pay if i buy two pencil and three book	qa/maths
2199	delete my list of appointments for tomorrow	lists/remove
2200	you had me incorrectly.	general/negate
2201	buy me today train ticket to city leeds	transport/ticket
2202	what should i wear is it cold outside	weather/query
2203	i need you to put walk the dog on my list to do	lists/createoradd
2204	show me my playlist	music/query
2205	change my room lights so that i can get a good sleep	iot/hue_lightchange
2206	i do have a to do list for today don't i	lists/query
2207	lower the overhead lights	iot/hue_lightdim
2208	play music i have liked	play/music
2209	can you get me a cup of coffee please	iot/coffee
2210	call city cab to airport	transport/taxi
2211	please resume this playback in audiobook	play/audiobook
2212	mute speaker	audio/volume_mute
2213	is there takeaway at donut junction	takeaway/query
2214	update my inbox please	email/query
2215	add a tab to the shopping list	lists/createoradd
2216	search for pizza nearby	takeaway/order
2217	does louie's do take out	takeaway/query
2218	hey put carrots on that	lists/createoradd
2219	would you check what i said.	general/confirm
2220	set an eight hundred am alarm for next tuesday	alarm/set
2221	pink is all we need	iot/hue_lightchange
2222	yes great response to the command.	general/affirm
2223	wake me up	alarm/set
2224	will you further elaborate me on it please.	general/explain
2225	did you get what said correctly?	general/confirm
2226	mute for volume	audio/volume_mute
2227	book me a train ride covering five destinations to see in new york	transport/ticket
2228	next episode in podcast	play/podcasts
2229	is traffic heavy	transport/traffic
2230	yeap perfect.	general/affirm
2231	shut up	audio/volume_mute
2232	change the time zone from irish time zone to moscow time zone	datetime/convert
2233	give me current information about traffic at central park road	transport/traffic
2234	on twenty third february rahul will come with me on india cricket match	calendar/set
2235	how is the new movie swat	recommendation/movies
2236	turn off kettle socket	iot/wemo_off
2237	tell me what's going on snap chat	social/query
2238	check the command.	general/confirm
2239	send will do thanks to john as a reply to his last message	email/sendemail
2240	please remove the list	lists/remove
2241	bring up a complaint form	social/post
2242	open my calendar	calendar/query
2243	brighter	iot/hue_lightup
2244	local theater screening which movie	recommendation/movies
2245	where is the statue of liberty located	qa/factoid
2246	what time is it in singapore	datetime/query
2247	book a rental cab of uber	transport/taxi
2248	check my email	email/query
2249	check what said.	general/confirm
2250	enter atdfd@yahoo dot com into my contact list	email/addcontact
2251	olly can you just stop.	general/commandstop
2252	olly cancel alarms	alarm/remove
2253	oh it's great job.	general/praise
2254	order a pizza from pizza express	takeaway/order
2255	can you reserve a ticket to grand rapids by train	transport/query
2256	you are so helpful, musch appreciated, olly.	general/praise
2257	give me the stock price for tommy hilfiger	qa/stock
2258	i want to see the news	news/query
2259	change the color of lights	iot/hue_lightchange
2260	oops, you're wrong.	general/negate
2261	oh it's nice one.	general/praise
2262	repeat this list in random order	play/music
2263	list the items on my shopping list	lists/query
2264	could you order sushi for tonight dinner	takeaway/order
2265	remove the list of apps which started with letter a	lists/remove
2266	play my rap playlist	play/music
2267	book swan play	play/audiobook
2268	thanks but you have understood this wrongly.	general/negate
2269	change the color of the lights in my house from white to yellow	iot/hue_lightchange
2270	what's the latest news on donald trump	news/query
2271	please can you check and confirm the details.	general/confirm
2272	please find all name start with alphabetic of g and create a list	lists/createoradd
2273	where is tuesday's morning meeting	calendar/query
2274	what is the climate here today	weather/query
2275	what is now stock price of tata	qa/stock
2276	what do i need to pick up at the grocery store	lists/query
2277	tell the latest news about the trump	news/query
2278	when does the last train from work leave	transport/query
2279	does it offer pick up	takeaway/query
2280	i want you to check and confirm what last said please.	general/confirm
2281	create an email that needs to go out to my family	email/sendemail
2282	is there heavy traffic on the I fifteen in las vegas right now	transport/traffic
2283	turn off the wemo plug	iot/wemo_off
2284	brew me some coffee	iot/coffee
2285	tweet something for me	social/post
2286	continue onto the next podcast	play/podcasts
2287	i think this is not correct command.	general/negate
2288	is my wake up alarm set a six am	alarm/query
2289	how many rivers are there in europe	qa/factoid
2290	whats around	recommendation/locations
2291	how is the traffic in mg road	transport/traffic
2292	will it be good to buy nike stock today	qa/stock
2293	dim the lights in the kitchen	iot/hue_lightdim
2294	where can i find the nearest irish pub in my area	recommendation/locations
2295	take away my alarm for tomorrow at four thirty am	alarm/remove
2296	price of train ticket from delhi to mumbai	transport/query
2297	include meeting in the list	lists/createoradd
2298	please give me detail one dollars equals rs	qa/currency
2299	lower lights down	iot/hue_lightdim
2300	will you send the email to greg	email/sendemail
2301	please play back some important points summary	play/audiobook
2302	set coffee maker to start at three	iot/coffee
2303	get rid of tax list from nineteen ninety	lists/remove
2304	Set a alarm for the day	alarm/set
2305	decrease volume	audio/volume_down
2306	restaurant delivery update	takeaway/query
2307	tell me if taco bell delivers	takeaway/query
2308	object identifier	qa/definition
2309	please replay your last statement.	general/repeat
2310	you have done it correctly thanks, olly.	general/praise
2311	what does it mean to be overbearing	qa/definition
2312	dim the overhead lights a tad	iot/hue_lightdim
2313	please confirm last thing said.	general/confirm
2314	tune into the nearest english fm station	play/radio
2315	will you shut up.	general/commandstop
2316	please go to amtrak dot com to purchase tickets	transport/ticket
2317	one plus two equal	qa/maths
2318	is there anything new on snapchat	social/query
2319	what is fifty five minus two	qa/maths
2320	what are the news notification	news/query
2321	i am sorry but this was not the right command.	general/negate
2322	tell company their service is bad	social/post
2323	get me news on trump	news/query
2324	will you tell me what you have said one more time please.	general/repeat
2325	tell me what was the temperature in our city at twelve pm	weather/query
2326	start game temple runner	play/game
2327	how many legs does a dog have	qa/factoid
2328	set meeting with the ceo tomorrow	calendar/set
2329	which time zone are we in please change to current	datetime/convert
2330	i need to create a new to do list	lists/createoradd
2331	try it one more time please.	general/repeat
2332	yeap it's good.	general/affirm
2333	speak the last words one more time please.	general/repeat
2334	s2, i am unclear about it.	general/explain
2335	start playing again	play/audiobook
2336	please play the beatles ps i love you	play/music
2337	show me music by that artist	music/query
2338	do i have any new emails in my inbox today	email/query
2339	please show me the list that i have	lists/query
2340	make me laugh i want to hear a joke	general/joke
2341	what's next	general/quirky
2342	i need the volume to be louder	audio/volume_up
2343	latest news update	news/query
2344	send email to new email address	email/sendemail
2345	let me know the time	datetime/query
2346	what time does the train departs lagos	transport/query
2347	play the scarlet letter	play/audiobook
2348	turn all lights off during the day	iot/hue_lightoff
2349	i have to done it on the post important music file	music/likeness
2350	are there any accidents on harvard	transport/traffic
2351	how do you activate the robot vacuum cleaner	iot/cleaning
2352	is it supposed to rain tomorrow	weather/query
2353	can you shut up.	general/commandstop
2354	i would like you check details please.	general/confirm
2355	erase my appointment for march seven	calendar/remove
2356	can you book a train ticket for my mother	transport/ticket
2357	exchange rates	qa/currency
2358	how much time is a train to there	transport/query
2359	could you check and confirm detail please.	general/confirm
2360	book an uber for me	transport/taxi
2361	is there a traffic jam on my route	transport/traffic
2362	you've done it right appreciated.	general/praise
2363	what's the song title	music/query
2364	put the lights off now	iot/hue_lightoff
2365	place an order for a pepperoni pizza at papa johns	takeaway/order
2366	exchange rate for converting ten dollar to euro	qa/currency
2367	could you please play the fm station which plays pop songs	play/radio
2368	please set alarm to my mobile phones	alarm/set
2369	i was not so clear about what you've said.	general/explain
2370	mute for twenty minutes	audio/volume_mute
2371	it's good one, appreciated.	general/praise
2372	tell apple in a tweet that their batteries don't hold enough charge	social/post
2373	what temperature should the oil be for frying french fries	cooking/recipe
2374	how can i cook pasta	cooking/recipe
2375	i want to buy over ear headphones with minimum frequency response of fifteen hz and maximum frequency response twenty two thousand hz	general/quirky
2376	refresh my list and tell me whats on it	lists/query
2377	what is latest on the recent events happening right now	news/query
2378	that's wonderful work, thank you.	general/praise
2379	please set the brightness of lightness appropriately in kitchen	iot/hue_lightup
2380	what is google	qa/definition
2381	raise the lamp's light	iot/hue_lightup
2382	please tell me the latest news about the election scenario in our state	news/query
2383	change the volume level to nineteen please	audio/volume_up
2384	snapchat	social/post
2385	brighten the lights please	iot/hue_lightup
2386	I'll take my coffee, black	iot/coffee
2387	near by super market	recommendation/locations
2388	wait, this is not the right command.	general/negate
2389	shit, i didn't ask for this.	general/negate
2390	how to cook crabs	cooking/recipe
2391	start a new email to george brown	email/sendemail
2392	what is the status of my order	takeaway/query
2393	freezing	cooking/recipe
2394	customer service from microsoft never called me back	social/post
2395	will you check and confirm instruction.	general/confirm
2396	what is bob stevens phone number it is in my contacts	email/querycontact
2397	tweet real donald trump that angela merkel will not shake his hand anymore	social/post
2398	are there any news regarding our president on facebook today	social/query
2399	how much australian dollars one can buy for one pound sterling	qa/currency
2400	how much does stock cost in walmart	qa/stock
2401	show me where i can find a hamburger	recommendation/events
2402	is the birthday event on fifteenth of this month true	calendar/query
2403	lights off	iot/hue_lightoff
2404	from which movie is the song	music/query
2405	is it snowing in california	weather/query
2406	could you tell me about the alerts i have set	alarm/query
2407	can you add cups to my grocery list	lists/createoradd
2408	which lists are present in the notes app	lists/query
2409	please would you cancel.	general/commandstop
2410	give me the name of all the shops in my area	recommendation/locations
2411	add to calendar an medical appointment for the first day of the next five months	calendar/set
2412	up the volume the sound is too low	audio/volume_up
2413	where is a good place to eat in seattle	recommendation/locations
2414	could you get me some coffee	iot/coffee
2415	one thousand two hundred and thirty pm already you will have a meeting in ten mins	calendar/query
2416	start music	play/music
2417	nope, i think you did this all in wrong manner.	general/negate
2418	start a new shopping list	lists/createoradd
2419	would you check and confirm question please.	general/confirm
2420	remove my to do list	lists/remove
2421	book me a train ticket for saturday	transport/ticket
2422	darken the room a bit	iot/hue_lightdim
2423	can you give me the train times to nyc	transport/query
2424	set a thanks giving event for friday	calendar/set
2425	olly that is enough, just cancel.	general/commandstop
2426	play the billboard top ten	play/music
2427	look up whether or not charley's steakhouse delivers	takeaway/query
2428	can you set my coffee machine to make me coffee at seven am	iot/coffee
2429	run the robot vacuum cleaner	iot/cleaning
2430	that was useful,.	general/praise
2431	play previous episode	play/podcasts
2432	please add an email to my contacts	email/addcontact
2433	mute yourself when i am in a meeting	audio/volume_mute
2434	when is the last train today	transport/query
2435	what is the factorial of x	qa/maths
2436	what events are happening this weekend in my area	recommendation/events
2437	can you repeat please.	general/repeat
2438	stock details	qa/stock
2439	are there are any delays on my commute	transport/traffic
2440	do i have any notifications from social media	calendar/query
2441	order a meal from a nice restaurant	takeaway/order
2442	anything is okay with me.	general/dontcare
2443	please find out the share price of i. b. m. in nasdaq	qa/stock
2444	send an email to my brother and say wedding anniversary	email/sendemail
2445	make the lights brighter	iot/hue_lightup
2446	can you tell me the phone number of me	email/querycontact
2447	i hate how long the traffic jams get	general/quirky
2448	convert one us dollar to british pound	qa/currency
2449	what events are happening near me	recommendation/events
2450	please book a taxi for me	transport/taxi
2451	please explain space	general/quirky
2452	please start my podcast	play/podcasts
2453	create a new list	lists/createoradd
2454	hey olly turn the radio on	play/radio
2455	were the stocks rising or declining	qa/stock
2456	define god	qa/definition
2457	what does formidable mean	qa/definition
2458	what music is being played right now	music/query
2459	who won the sports game last night	general/quirky
2460	tell me what is on the schedule for july seventh	calendar/query
2461	raise the brightness of the lights	iot/hue_lightup
2462	please explain me about your words once again.	general/explain
2463	angry bird	play/game
2464	i want to hear surfin usa	play/music
2465	have no idea regarding to which to select, olly.	general/dontcare
2466	it's a bit dark increase lighting	iot/hue_lightup
2467	how do you feel after hearing justin bieber's new album	music/query
2468	how much money will i make for the week if i make dollars per hour and work twenty hours	qa/maths
2469	please turn off the lights	iot/hue_lightoff
2470	hmm, not correct response.	general/negate
2471	take bread out from the shopping list	lists/remove
2472	confirm that my notification is set to remind me when i leave	calendar/query
2473	what time will my alarm go off today	alarm/query
2474	please turn up the volume to twenty one	audio/volume_up
2475	s1, can you please again rephrase to me.	general/explain
2476	uhh no, i think not right response.	general/negate
2477	book me an uber ride to go home	transport/taxi
2478	let me know the weather for today	weather/query
2479	food order from grubhub	takeaway/order
2480	what's the news in politics	news/query
2481	tell me amd stock prices	qa/stock
2482	remind me about tomorrow meeting at ten am	calendar/set
2483	can you start my saved podcast	play/podcasts
2484	i like you cancel.	general/commandstop
2485	begin vacuuming	iot/cleaning
2486	start audiobook the time traveller	play/audiobook
2487	wemo on	iot/wemo_on
2488	lower all volume on speakers please	audio/volume_down
2489	am i going to need a jacket tomorrow	weather/query
2490	can you upload my latest selfie in my instagram	social/post
2491	put the last song on repeat	music/settings
2492	could you tell me it one more time please.	general/repeat
2493	i don't really mind for whatever.	general/dontcare
2494	will you replay what you have said please.	general/repeat
2495	how many notifications do i have on facebook	social/query
2496	how me the time now in boston	datetime/query
2497	please inform me of any new status updates	social/query
2498	a joke please	general/joke
2499	will you say once again.	general/repeat
2500	wouldn't mind to choose any one.	general/dontcare
2501	i want to hear this radio station now	play/radio
2502	get me tom's number	email/querycontact
2503	please play a podcast	play/podcasts
2504	please mute for five minutes	audio/volume_mute
2505	uh no, you did not understand what i am searching for.	general/negate
2506	could you speak it one more again please.	general/repeat
2507	what is the stock price of amazon	qa/stock
2508	how are my stocks doing today	qa/stock
2509	please clarify once again.	general/explain
2510	open up angry birds	play/game
2511	do i have any alarms set for tomorrow	alarm/query
2512	delete all recurring staff meetings	calendar/remove
2513	what does a grapefruit look like	qa/definition
2514	just book for me a lyft taxi to bardonia	transport/taxi
2515	play golf	play/game
2516	book me on a train leaving penn station tomorrow travelling to any city more than two hundred miles away	transport/ticket
2517	tweet walmart and tell them their customer service is horrible	social/post
2518	how do i make meal	cooking/recipe
2519	are there any grocery stores nearby	recommendation/locations
2520	would you like to play never have i ever	play/game
2521	cup of coffee please	iot/coffee
2522	sorry but i think you have messed up with command.	general/negate
2523	open a new email to contact	email/sendemail
2524	define the moon for me	qa/definition
2525	say a funny	general/joke
2526	find game	play/game
2527	music traking	music/query
2528	this is unimportant to me, olly.	general/dontcare
2529	what is the current exchange rate between the dollar and the euro	qa/currency
2530	can i pick up my large order at pizza hut	takeaway/query
2531	start a takeaway order for me	takeaway/order
2532	make the lights a different color	iot/hue_lightchange
2533	perfect job, you have done well.	general/praise
2534	skip this episode	play/podcasts
2535	what time is it in england	datetime/query
2536	what date is easter sunday this year	datetime/query
2537	are there any meetings set for next wednesday	calendar/query
2538	is there any event today in my calendar	calendar/query
2539	i want to start a new list of power tools on sale at true value	lists/createoradd
2540	put the current song on repeat	music/settings
2541	if it is noon in virginia what time is it in california	datetime/convert
2542	show contact of john	email/querycontact
2543	you've done it right.	general/praise
2544	turn down lights	iot/hue_lightdim
2545	can anyone tell me what's you guys discussing	social/query
2546	any good fast food items	takeaway/order
2547	can you turn off my desk lamp	iot/hue_lightoff
2548	how many alarms do i have	alarm/query
2549	set lights brightness higher	iot/hue_lightup
2550	book a train ticket to arrive in cambridge by eight thirty pm today	transport/ticket
2551	olly i like you just cancel.	general/commandstop
2552	hows the food order going	takeaway/query
2553	why do starving people keep having kids	general/quirky
2554	set my alarm for tuesday at six pm	alarm/set
2555	open minestart game from previous played level	play/game
2556	would you stop.	general/commandstop
2557	can i please have a cafe americano	iot/coffee
2558	can you remind me of sunday gym every saturday evening	calendar/set
2559	turn bedroom lights off	iot/hue_lightoff
2560	what is an alternative to flour	cooking/recipe
2561	figure out what percentage thirty is of one hundred and sixty three	qa/maths
2562	has anyone follow me today on twitter today	social/query
2563	send an email to emma	email/sendemail
2564	volume down	audio/volume_down
2565	how deep is the deepest point of the grand canyon	qa/factoid
2566	what are the latest tweets from the new york times	social/query
2567	please lower music volume	audio/volume_down
2568	any funny jokes	general/joke
2569	uh no, you gave me incorrect information.	general/negate
2570	play one more time	play/music
2571	amazing response to the command.	general/affirm
2572	list to do	lists/query
2573	where is the closest train depot	transport/query
2574	olly skip song	music/settings
2575	how old is betty white	qa/factoid
2576	please let's do it again.	general/repeat
2577	order from dominos	takeaway/order
2578	name stores within ten mile radius with music	recommendation/locations
2579	that is enough, stop it.	general/commandstop
2580	play gta vice city game	play/game
2581	goddammit.	general/negate
2582	please rate current song as five stars	music/likeness
2583	did linda connors reply to any of my emails this morning	email/query
2584	turn it to frequency nine hundred and ninety seven	play/radio
2585	buy train tickets from delhi to mumbai for twenty third march	transport/ticket
2586	can you play acoustic music with no commercials	play/radio
2587	that was helpful,.	general/praise
2588	do i have anything on my to do list	lists/query
2589	i do not catch up with you.	general/explain
2590	how much is one plus one	qa/maths
2591	which new emails were received	email/query
2592	is mile marker sixty five where the hanging tree is located	general/quirky
2593	can i get a cup of coffee	iot/coffee
2594	what is the value of the yen right now	qa/stock
2595	add event baseball practice five pm tonight	calendar/set
2596	whats online	social/query
2597	check and confirm last thing said please.	general/confirm
2598	open derek's contact information	email/querycontact
2599	i wouldn't know.	general/dontcare
2600	please let me know about current traffic in carmen drive	transport/traffic
2601	i've got dollars for the month how much can i spend every day this month	qa/maths
2602	my vacuum cleaner should start between ten to eleven am everyday	iot/cleaning
2603	you rock, i appreciate it.	general/praise
2604	how do you make sunny side up eggs	cooking/recipe
2605	i'd like a coffee now	iot/coffee
2606	please show me the local weather	weather/query
2607	bed room two switch off the lights	iot/hue_lightoff
2608	Show times for nearest theater	recommendation/movies
2609	please tell me the current date	datetime/query
2610	stock price fb	qa/stock
2611	start my robot vacuum cleaner	iot/cleaning
2612	what is the traffic like this morning	transport/traffic
2613	change light colour to yellow	iot/hue_lightchange
2614	fantastic response to command.	general/affirm
2615	remind me that i like that song	music/likeness
2616	could you tell me what time it is	datetime/query
2617	display my list	lists/query
2618	play random music	play/music
2619	increase light intensity	iot/hue_lightup
2620	remove all events from my calendar	calendar/remove
2621	i have a meeting with al on march twenty first at ten	calendar/set
2622	set an alarm for seven thirty am	alarm/set
2623	set a two day notification before maria's birthday please	calendar/set
2624	please tell me the news	news/query
2625	is there anything special going on nearby	recommendation/events
2626	you did awesome work, thank you so much.	general/praise
2627	outside traffic status please	transport/traffic
2628	what are meeting scheduled for today	calendar/query
2629	reply email to charlotte	email/sendemail
2630	what tv show is jennifer aniston on	qa/factoid
2631	what is the weather in utah	weather/query
2632	could you shut down.	general/commandstop
2633	show me share price of tata	qa/stock
2634	what date is today	datetime/query
2635	turn up music please	audio/volume_up
2636	you've gotten your understanding correcly.	general/affirm
2637	can i get delivery from this restaurant	takeaway/query
2638	continue playing my audiobook	play/audiobook
2639	is my alarm set for tomorrow morning	alarm/query
2640	add to list	lists/createoradd
2641	raise speaker volume	audio/volume_up
2642	have a anyinput day	general/quirky
2643	did apple stocks go up or down	qa/stock
2644	remove apples from my shopping list	lists/remove
2645	what posts have i missed from my friends	social/query
2646	my calendar is to be updated with all rccg event in march	calendar/set
2647	i would like to continue my audiobook	play/audiobook
2648	i did not quite catch that.	general/explain
2649	what is the news today	news/query
2650	how is it outside today	weather/query
2651	hmm, i think incorrect answer.	general/negate
2652	when did beyonce and jay z get married	qa/factoid
2653	add my spin class to the calendar for Saturday at seven am	calendar/set
2654	can i order take out food at this time	takeaway/order
2655	i think you are wrong.	general/negate
2656	lower your volume please	audio/volume_down
2657	put a seven pm meeting time down for march fourteenth	calendar/set
2658	delete the shopping list	lists/remove
2659	what's on the list	lists/query
2660	turn on new smart socket	iot/wemo_on
2661	switch off light	iot/hue_lightoff
2662	tell me who the thirty second president is	qa/factoid
2663	i want you confirm that please.	general/confirm
2664	how is traffic on the highway	transport/traffic
2665	what movie should i go see	recommendation/movies
2666	what is the highest rated movie now out	recommendation/movies
2667	include this item	lists/createoradd
2668	Update my contacts with the new contact sam@gmail dot com	email/addcontact
2669	please play the local latin music channel on the radio	play/radio
2670	play jazz from jennifer's latest album	play/music
2671	what year did this song come out	music/query
2672	yes you've done your understanding correcly.	general/affirm
2673	co play game monopoly	play/game
2674	it was a very hectic workday	general/quirky
2675	what song is on the radio	music/query
2676	book me a train ticket to barcelona please	transport/ticket
2677	what are the latest photos on my instagram account	social/query
2678	lets play poker	play/game
2679	olly i want you cancel.	general/commandstop
2680	i had a long hard day	general/quirky
2681	running competitions on the west side	recommendation/events
2682	any good movies	recommendation/movies
2683	is there anything i need to know before i activate the robot vacuum cleaner	iot/cleaning
2684	what's on my todo list	lists/query
2685	can you read me my lists	lists/query
2686	let's play a game how about tic tac toe	play/game
2687	where are my takeaway order	takeaway/query
2688	you are so smart.	general/praise
2689	delete sherlock holmes from library	lists/remove
2690	list events in ny	recommendation/events
2691	nope, i did not say it.	general/negate
2692	shuffle music by aaron carter	music/settings
2693	make an alarm for the meeting with bob at seven today	alarm/set
2694	please start the next podcast episode	play/podcasts
2695	continue pride and prejudice	play/audiobook
2696	mute sound	audio/volume_mute
2697	play tennis for me	play/game
2698	could you turn off light	iot/hue_lightoff
2699	i dont want any alarms	alarm/remove
2700	give me a traffic update	transport/traffic
2701	stop making sounds for forty minutes	audio/volume_mute
2702	how long until we get to chicago	transport/query
2703	show me what lists are available	lists/query
2704	i would like you cancel it.	general/commandstop
2705	tell me what a workhouse is	qa/definition
2706	please list active alarms	alarm/query
2707	describe the statue of liberty	qa/definition
2708	how is shell s stock doing today	qa/stock
2709	power off the wemo plug	iot/wemo_off
2710	add email to existing contact	email/addcontact
2711	iphone	news/query
2712	can you please book a train ticket for next saturday to boston	transport/ticket
2713	what song am i listening to	music/query
2714	post this pic to facebook	social/post
2715	delete the list please	lists/remove
2716	any fast food meal offers	takeaway/order
2717	can you check and confirm the question please.	general/confirm
2718	can you find the dave ramsey podcast that aired earlier today	play/podcasts
2719	give me the most recent stuff you have angelina jolie	general/quirky
2720	change my alarm	alarm/remove
2721	make coffee at eight am	iot/coffee
2722	that is all, just cancel.	general/commandstop
2723	mario	play/game
2724	mute the volume	audio/volume_mute
2725	lights at percent	iot/hue_lightchange
2726	light settings	iot/hue_lightchange
2727	can you tell me about the traffic	transport/traffic
2728	this is unimportant.	general/dontcare
2729	olly i said call jack not jake.	general/negate
2730	calculate two multiplied by two	qa/maths
2731	turn off any morning alarms after Friday	alarm/remove
2732	please will you check it.	general/confirm
2733	lower the brightness	iot/hue_lightdim
2734	find out if kfc delivers please	takeaway/query
2735	there are anything in my list	lists/query
2736	will you turn the alarm off for me	alarm/remove
2737	how many three are available in twenty seven	qa/maths
2738	dim the lighting in my living room	iot/hue_lightdim
2739	remind me of my twelve oclock meeting by eleven thirty	calendar/set
2740	add a wrist watch to the shopping list	lists/createoradd
2741	please add to my contact lists and send them a reminder email	email/addcontact
2742	do you have a funny joke for me	general/joke
2743	shall we meet for today's party	calendar/query
2744	may i know the traffic situation	transport/traffic
2745	tune in some radio	play/radio
2746	add sarah as email contact	email/addcontact
2747	email my friend about our plans tonight	email/sendemail
2748	is there bad traffic on the highway right now	transport/traffic
2749	what is the traffic situation right in broadway street	transport/traffic
2750	i would like a cup of coffee with one cream and three sugars	iot/coffee
2751	yeap great response.	general/affirm
2752	robot vacuum the hallway now	iot/cleaning
2753	take off the doctor's appointment on march twentieth	calendar/remove
2754	contacts please	email/querycontact
2755	please confirm details.	general/confirm
2756	please i want to hear we will rock you from queen	play/music
2757	could you please have uber be at my house in fifteen minutes	transport/taxi
2758	where can i get organic wheat	recommendation/locations
2759	i finished my to do list	lists/query
2760	confirm the question please.	general/confirm
2761	alarm set	alarm/set
2762	resume playing you are joking mr feynman	play/audiobook
2763	turn off the upstairs bathroom light	iot/hue_lightoff
2764	how much is ten dollars in euros	qa/currency
2765	yeah wonderful response.	general/affirm
2766	i want you to confirm what i last said please.	general/confirm
2767	can you tell me about my meetings next week	calendar/query
2768	can I get the recipe for chocolate brownies	cooking/recipe
2769	at one pm today start the robot vacuum cleaner	iot/cleaning
2770	what is currently breaking news	news/query
2771	give me train times from station to location	transport/query
2772	change my status to chillin	social/post
2773	what are the current movies playing in me area	recommendation/movies
2774	customer service complaint	social/post
2775	delete my next meeting	calendar/remove
2776	did you get last thing said correctly?	general/confirm
2777	please lower the lights	iot/hue_lightdim
2778	what does a baguette look like	qa/definition
2779	will you reset.	general/repeat
2780	what is today's close of goog	qa/stock
2781	reserve a train ticket for me today to des moines	transport/ticket
2782	please play the song games by disturbed	play/music
2783	save that song and my opinion	music/likeness
2784	how many bones does a human body have	qa/factoid
2785	tell me about my upcoming week	calendar/query
2786	well done, musch appreciated.	general/praise
2787	what does happy mean	qa/definition
2788	show me the exchange rate between czk and dollar	qa/currency
2789	what does potato mean	qa/definition
2790	i would like to order some takeout	takeaway/order
2791	turn the lights off now	iot/hue_lightoff
2792	will the fast food shop at the corner open today	recommendation/locations
2793	open pandora play rock station	play/radio
2794	fantastic job, you've done well, olly.	general/praise
2795	how big is the tower of london	qa/factoid
2796	what is the title of this song and please shuffle songs from the artist that sang it	music/query
2797	please clean my shopping list	lists/remove
2798	amazing job, you have done well.	general/praise
2799	open the contact named john	email/querycontact
2800	tell me my latest email	email/query
2801	what was that one more time.	general/repeat
2802	brew some coffee	iot/coffee
2803	check stock prices on this	qa/stock
2804	it does not matter with me, olly.	general/dontcare
2805	start email	email/sendemail
2806	suggestions for future	general/quirky
2807	can you give me the time in this time zone	datetime/query
2808	when is the next office meeting	calendar/query
2809	just cancel.	general/commandstop
2810	i'd like you cancel it.	general/commandstop
2811	i want some curry to go any recommendations	takeaway/query
2812	i don't quite catch that.	general/explain
2813	what are the next three alarms set to go off	alarm/query
2814	are there any alarms going off today	alarm/query
2815	where can i eat along route sixty six	recommendation/locations
2816	you got that perfectly.	general/affirm
2817	yeap you've understood it correcly.	general/affirm
2818	that is cool, thanks, olly.	general/praise
2819	is the coffee ready	iot/coffee
2820	no, i think that's not the right response.	general/negate
2821	tell me the temperature in pheonix	weather/query
2822	i need you to convert nine am cst to est time	datetime/convert
2823	hackernews	news/query
2824	give me the time in london	datetime/query
2825	please tell me my alarms	alarm/query
2826	what's the rate between the u. s. d. and ukraine's currency	qa/currency
2827	yeah fantastic response to command.	general/affirm
2828	call rta and book a taxi for three o'clock in the morning	transport/taxi
2829	make the lighting bit more warm here	iot/hue_lightchange
2830	set an alarm for twelve	alarm/set
2831	turn off bedroom light at nine thirty pm	iot/hue_lightoff
2832	switch off kitchen lights	iot/hue_lightoff
2833	let national grid know the power is out again	social/post
2834	i have my clothes list	lists/query
2835	display address of john	email/querycontact
2836	slightly raise the light	iot/hue_lightup
2837	thumbs up this song	music/likeness
2838	please turn off the light	iot/hue_lightoff
2839	when will my chinese food be delivered	takeaway/query
2840	delete the grocery list	lists/remove
2841	yeah great response to command.	general/affirm
2842	give me the shopping list	lists/query
2843	please will you just cancel.	general/commandstop
2844	play billybob show on bbc radio four	play/radio
2845	i would not mind to select any one, olly.	general/dontcare
2846	play audio	play/audiobook
2847	look for train tickets to edinburgh tomorrow	transport/ticket
2848	exchange rate from cad to u. s. d.	qa/currency
2849	where is the event today	calendar/query
2850	switch on smart plug	iot/wemo_on
2851	Show current local events	recommendation/events
2852	save my spotify preferences	music/likeness
2853	how can i cook pizza	cooking/recipe
2854	please play some jazz music	play/music
2855	can you locate some gospel music for me	music/query
2856	please search for events in my location	recommendation/events
2857	please change the light to green	iot/hue_lightchange
2858	what events are this week	calendar/query
2859	tell me what's happening on social media	social/query
2860	am i available at five pm on sunday	calendar/query
2861	play new songs by barenaked ladies	play/music
2862	clean the floor please	iot/cleaning
2863	i'm done with today's to do list	lists/remove
2864	i don't understand what you just said now.	general/explain
2865	what is mary s.'s phone number	email/querycontact
2866	favourite podcast	play/podcasts
2867	are there any accidents on the four hundred and five	transport/traffic
2868	what's happening on bbc news today	news/query
2869	when does my alarm go off	alarm/query
2870	want to play a game of trivia	play/game
2871	turn my plug on	iot/wemo_on
2872	what is the time difference between central and eastern	datetime/convert
2873	show me boston's current time	datetime/query
2874	is the anniversary event on twenty second of this month true	calendar/query
2875	what's the time difference between here and queensland	datetime/convert
2876	change the media room lights from purple to green	iot/hue_lightchange
2877	local shops	recommendation/locations
2878	did you get the instruction correctly?	general/confirm
2879	uhh no, i think you've done this incorrectly.	general/negate
2880	i am not so clear about your answers.	general/explain
2881	i would not mind to select any one.	general/dontcare
2882	set the volume higher	audio/volume_up
2883	search events and meetups for central park west	recommendation/events
2884	place family phone on instagram	social/post
